選奨年度,選奨年NO,対象構造物,読み,受賞理由,都道府県,市町村,都道府県2,市町村2,竣工年,北緯,東経,行った回数,行った日,プレートの有無,施設1,所在地1,竣工年1,施設2,所在地2,竣工年2,施設3,所在地3,竣工年3,施設4,所在地4,竣工年4,施設5,所在地5,竣工年5,施設6,所在地6,竣工年6,施設7,所在地7,竣工年7,施設8,所在地8,竣工年8,施設9,所在地9,竣工年9,施設10,所在地10,竣工年10,施設11,所在地11,竣工年11,施設12,所在地12,竣工年12,施設13,所在地13,竣工年13,施設14,所在地14,竣工年14,施設15,所在地15,竣工年15
2022,11,波切の石積構造物群,なきりのいしづみこうぞうぶつぐん,波切の石積み構造物群は、当地の石工たちが整備した漁港や集落の石積みであり、大王崎を含む波切のまちの発展を支えた貴重な土木遺産です。,三重県,三重県志摩市,,,1860(安政7)年頃～1930(昭和5)年頃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,12,揖保川畳堤,いぼがわたたみてい,揖保川畳堤は、眺望への配慮など住民の意見が反映された特殊堤で、住民の防災意識の高さが結実した貴重な現役の土木遺産です。,兵庫県,兵庫県たつの市,,,1957(昭和32)年頃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,13,大阪市水道創設期及び拡張初期の施設群,おおさかしすいどうそうせつきおよびかくちょうしょきのしせつぐん,大阪市の大手前配水場、柴島浄水場取水塔及び旧第１配水ポンプ場は、わが国の近代水道創設・拡張を象徴する貴重な土木遺産です。,大阪府,大阪府大阪市中央区、東淀川区,,,大手前配水場：1893(明治26)年,,,,,,大手前配水場,,1893(明治26)年,柴島浄水場1・2号取水塔,,1914(大正3)年,柴島浄水場3号取水塔,,1930(昭和5)年,柴島浄水場旧第1配水ポンプ場(現水道記念館),,1914(大正3)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,14,春日野道 桜橋,かすがのみち さくらばし,春日野道 桜橋は、福井県の成立期に嶺南と嶺北を結ぶために建設された春日野道の構造物のうち、特に良好に保存された土木遺産です。,福井県,福井県南条郡南越前町,,,1886(明治19)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,15,高野山森林軌道の遺構群,こうやさんしんりんきどうのいこうぐん,高野山森林軌道の遺構群は、わが国で最初の森林軌道をルーツとし、その後の産業発展に貢献した森林軌道の盛衰を記録する歴史の証人として重要な土木遺産です。,和歌山,和歌山県伊都郡九度山町、高野町,,,1909(明治42)年 ※九度山貯木場～塵無土場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,16,南海本線紀ノ川橋梁,なんかいほんせんきのかわきょうりょう,南海本線紀ノ川橋梁は、明治期と大正期のトラス橋が上下線に並ぶ現役の鉄道施設であり、橋梁技術の進展や維持管理の重要性を伝える貴重な土木遺産です。,和歌山県,和歌山県和歌山市,,,上り線：1903(明治36)年、下り線：1922(大正11)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,17,箱ヶ瀬橋,はこがせばし,箱ヶ瀬橋は、下津井瀬戸大橋をはじめ日本の長大吊り橋建設に寄与し、「夢の架け橋」と呼ばれ親しまれている現役の土木遺産です。,福井県,福井県大野市,,,1967(昭和42)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,18,不動川砂防歴史公園の砂防設備群,ふどうがわさぼうれきしこうえんのさぼうせつびぐん,不動川砂防歴史公園の砂防設備群は、明治初期のデ・レーケの手による現役の堰堤と関連施設であり、市民に愛される土木遺産です。,京都府,京都府木津川市,,,1875(明治8)年～1922(大正11)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,19,摩耶大橋,まやおおはし,摩耶大橋は、当時前例のない１本主塔の斜張橋であり、摩耶埠頭と新港突堤を結んで、神戸港の発展に寄与した貴重な現役の土木遺産です。,兵庫県,兵庫県神戸市中央区～灘区,,,1966(昭和41)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,20,神戸大橋,こうべおおはし,神戸大橋は、我が国最初のダブルデッキ構造を有する橋梁であり、新港第４突堤とポートアイランドを結び神戸港の発展に寄与した現役の土木遺産です。,兵庫県,兵庫県神戸市中央区,,,1970(昭和45)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,21,翁橋,おきなばし,翁橋は、大正から昭和初期に橋面が煉瓦舗装された数少ない橋梁のうち、当時の舗道煉瓦が全面に残っている極めて貴重な橋梁です。,岡山県,岡山県津山市,,,1926(大正15)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,22,山国橋,やまくにばし,山国橋は、昭和初期に建設されたRC造の長大橋であり、ゲルバー桁や二穴式の煉瓦積み橋脚を有する貴重な地域の土木遺産です。,福岡県,福岡県築上郡吉富町～大分県中津市,,,1934(昭和9)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,23,赤尾木港の岸岐と築島,あかおぎこうのがんぎとつきじま,赤尾木港の岸岐と築島は、巻石構造を有する堤防及び護岸で、江戸期鹿児島の離島における築港技術を伝える貴重な土木遺産です。,鹿児島県,鹿児島県西之表市,,,岸岐：1781(天明元)年 [昭和初期に改修],,,,,,岸岐：1781(天明元)年 [昭和初期に改修],,岸岐：1781(天明元)年 [昭和初期に改修],築島：1862(文久2)年,,築島：1862(文久2)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,1,十勝川統内新水路,とかちがわ とうないしんすいろ,十勝川統内新水路は、十勝川流域の洪水被害軽減や統内原野の開発促進に貢献し、泥炭湿地帯の河道掘削及び築堤の施工技術や過程を示す貴重な新水路です。,北海道,北海道中川郡池田町～豊頃町、幕別町～豊頃町,,,1937(昭和12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,茂岩橋,もいわばし,茂岩橋は、変断面下路式ゲルバートラスの橋梁において国内最長スパンを誇り、左右対称で中央に尖峰が並び立つ、均整の取れた意匠の土木遺産です。,北海道,北海道中川郡豊頃町,,,1961(昭和36)年(1970(昭和45)年歩道橋添架),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,大倉ダム,おおくらだむ,大倉ダムは、地形特性を考慮した我が国唯一のダブルアーチダムであり、多目的ダムとして仙塩地域の人々の生活や産業を支えてきた歴史的構造物です。,宮城県,宮城県仙台市青葉区大倉字岩下２１－２,,,1961(昭和36)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,4,只見川ダム施設群,ただみがわだむしせつぐん,只見川ダム施設群は、豪雪地帯の水資源と地形を巧みに利用したダム・電源開発等の河川史や地域資産として貴重な土木遺産群です。,福島県,奥只見ダム：福島県南会津郡檜枝岐村,,,奥只見ダム：1961(昭和36)年,,,,,,奥只見ダム,檜枝岐村,1961(昭和36)年,大鳥ダム・田子倉ダム,只見町,1963(昭和38)年,滝ダム,金山町,1959(昭和34)年,本名ダム・上田ダム,金山町,1954(昭和29)年,宮下ダム,三島町,1946(昭和21)年,柳津ダム,柳津町,1953(昭和28)年,片門ダム,会津坂下町,1953(昭和28)年,,,,,,,,,,,,,,,,,,,,,,,,
2023,5,蔵前橋,くらまえばし,蔵前橋は、関東大震災の復興橋梁であり、バランスのとれた３連の鋼アーチ橋として歴史的に価値の高い貴重な土木遺産です。 ,東京都,東京都台東区～墨田区,,,1927(昭和2)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,6,城ヶ島大橋,じょうがしまおおはし,城ヶ島大橋は、鋼床版箱桁形式を採用し、種々の構造的課題を応力測定試験等により解決し、その後の橋梁技術発展の礎となった橋梁です。,神奈川,神奈川県三浦市,,,1960(昭和35)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,7,阿賀野川満願寺「基準点標石」,あがのがわまんがんじ「きじゅんてんひょうせき」,阿賀野川満願寺「基準点標石」は、阿賀野川で初の国による河川改修事業着工時に設置した基準点で、公園内に移設されたが、河川の形を決めた原点となる土木遺産です。　,新潟県,新潟県新潟市秋葉区,,,1915(大正4)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,8,大井ダム・大井発電所,おおいだむ・おおいはつでんしょ,大井ダム・大井発電所は、国内初の本格的ダム式発電所として建設され、電力王・福沢桃介氏最大の偉業ともいわれ、大正期の風情を残す貴重な土木遺産です。,岐阜県,岐阜県中津川市～恵那市,,,1924(大正13)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,9,大井川橋梁（下り線）,おおいがわきょうりょう（くだりせん）,大井川橋梁（下り線）は、大正時代に製造された、リベットによる剛結合の曲弦プラットトラス桁で歴史的価値の高い橋梁です。,静岡県,静岡県島田市,,,1915(大正4)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,10,深良用水 用水隧道,ふからようすい ようすいずいどう,深良用水 用水隧道は、江戸時代に農業用水として芦ノ湖から静岡側へ通水するため横穴等を使用せず素掘りで掘削されたものとして日本最長の山岳トンネルです。,静岡県,静岡県裾野市,,,1670(寛文10)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,11,鬼谷川砂防堰堤,おんたにがわさぼうえんてい,鬼谷川砂防堰堤は、福井県で最古の砂防堰堤で、大きなもので１ｍを超す丸石を積み上げて建造した、現在も効果を発揮している貴重な土木遺産です。,福井県,福井県大野市,,,1897(明治30)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,12,紀州鉄道及び旧御坊臨港鉄道廃線部分,きしゅうてつどうおよびきゅうごぼうりんこうてつどうはいせんぶぶん,紀州鉄道及び旧御坊臨港鉄道廃線部分は、開業から92年経過した今も往時の設備も使用して運行されており、廃止路線にも軌条等が残存する貴重な土木遺産です。,和歌山県,和歌山県御坊市,,,1931(昭和 6)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,13,東高洲橋,ひがしたかすばし,東高洲橋は、関西に残る数少ない”本当に動く”可動道路橋であり、尼崎市南部工業地域を支え続け、経済発展に大きく寄与した貴重な土木遺産です。,兵庫県,兵庫県尼崎市,,,1966(昭和41)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,14,高砂港 向島突堤,たかさごこう むこうじまとってい,高砂港向島突堤は、工楽松右衛門築造の高砂港防波堤の一部が改修等を重ねながら残されており、港湾築造の技術を現代に伝える貴重な土木遺産です。,兵庫県,兵庫県高砂市,,,1810(文化7)年、1929(昭和4)年改修,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,15,近鉄難波線 大断面シールドトンネル,きんてつなんばせん　だいだんめんしーるどとんねる,近鉄難波線大断面シールドトンネルは、わが国で最初の複線断面機械掘りシールドトンネルであり、軟弱な沖積平野でさまざまな補助工法を駆使して完工した貴重な土木遺産です。,大阪府,大阪府大阪市中央区,,,1970(昭和45)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,16,木津川橋りょう・岩崎運河橋りょう,きづがわきょうりょう・いわさきうんがきょうりょう,木津川橋りょう・岩崎運河橋りょうは、大阪環状線に在る国内唯一の複線下路ダブルワーレントラス橋で、斜角がきつく垂直の端柱と平行弦トラスを用いた貴重な土木遺産です。,大阪府,大阪府大阪市浪速区～西区,,,1928(昭和3)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,17,琵琶湖大橋(下り線),びわこおおはし（くだりせん）,現代の長支間長桁橋の先鞭となった３径間連続鋼床版箱桁橋で、支間長140mは同形式として完成時国内最長を誇った。,滋賀県,滋賀県大津市～守山市,,,1964(昭和39)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,18,内尾大水門,うちおおおずいもん,内尾大水門は、興除新田の干拓用樋門として築造され、長さ10mを超える花崗岩を使用した現存するわが国最大の巨石樋門です。,岡山県,岡山県岡山市南区,,,1823(文政6)年頃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,19,佐川橋,さがわばし,佐川橋は、大正林道の橋梁として架設された鉄筋コンクリートアーチ橋で、永年地域で愛されてきた土木遺産です。,高知県,高知県高岡郡四万十町,,,1939(昭和14)年頃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,20,横瀬二連水路橋,よこせにれんすいろきょう,横瀬二連水路橋は、明治期の大分に建設された二連の石造アーチ橋で、階段状の水路壁と重厚な橋脚を有するユニークな土木遺産です。,大分県,大分県大分市,,,幹線水路1900(明治33)年、左岸側1904(明治37)年、右岸側1906(明治39)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,21,荒崎新地の石造干拓施設群,あらさきしんちのせきぞうかんたくしせつぐん,荒崎新地の石造干拓施設群は、薩摩藩独自の行政制度のもと、肥後藩との技術交流によって実現した土木事業の貴重な物証です。,鹿児島県,鹿児島県出水市,,,1866(慶応2)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,1,旧岩保木水門,きゅういわぼっきすいもん,旧岩保木水門は、釧路の発展に寄与した新釧路川開削を象徴し、後年増築された木造上屋が特徴的な道内最古の鉄筋コンクリート造水門です。,北海道,北海道釧路町,,,1931(昭和6)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2,奥行臼の交通施設群,おくゆきうすこうつうしせつぐん,奥行臼の交通施設群は、近現代の根釧地方の開拓と酪農振興、人々の定住に貢献した交通土木施設が、各年代のシステムとして一箇所に現存する唯一の遺産群です。,北海道,北海道別海町,,,1910(明治43)年～1964(昭和39)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,3,黒川橋梁（上り線）,くろかわきょうりょう（のぼりせん）,黒川橋梁（上り線）は、近代の鉄道技術を伝える貴重な鋼ワーレントラス橋で、重厚感漂う壮大な石張り橋脚が連続する圧倒的スケールの優美な鉄道橋梁です。,栃木県,栃木県那須町～福島県白河市,,,1920（大正9）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4,駒形橋,こまがたばし,駒形橋は、隅田川に架かる関東大震災の復興橋梁であり、国内初の本格的鋼中路式アーチ橋として歴史的に価値の高い貴重な土木遺産です。,東京都,東京都台東区～墨田区,,,1927（昭和2）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5,相模大橋,さがみおおはし,相模大橋は、国内で初めて、20ｔ荷重で設計され、主桁の大半に高張力鋼を用いた橋梁で、我が国の橋梁技術発展の礎となった貴重な土木遺産です。,神奈川県,神奈川県厚木市～海老名市,,,1955（昭和30）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,6,覚王山ずい道,かくおうざんずいどう,覚王山ずい道は、都市部における国内初の開放型手掘り式シールド工法、円形断面シールドと鉄筋コンクリート製セグメントを採用した地下鉄トンネルです。,愛知県,愛知県名古屋市千種区,,,1963（昭和38）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,7,犬山橋,いぬやまばし,犬山橋は、大正時代に樺島正義が鉄道道路併用橋として設計し鉄道橋へ改修された、オベリスク様の親柱が残る3連の鋼ワーレントラス橋です。,愛知県,愛知県犬山市～岐阜県各務原市,,,1925(大正14)年→2000(平成12)年に鉄道専用橋として改修,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,8,大谷～大津間の開業時の鉄道遺構,おおたに～おおつかんのかいぎょうじのてつどういこう,大谷～大津間の開業時の鉄道遺構は、初めてわが国の技術者・技能者だけで建設された明治13年の鉄道遺構で、わが国の鉄道技術の自立を示す貴重な土木遺産です。,滋賀県,滋賀県大津市,,,逢坂山ずい道：1880(明治13)年,,,,,,逢坂山ずい道：1880(明治13)年,,逢坂山ずい道：1880(明治13)年,旧上関寺町架道橋橋台：1880(明治13)年→1921(大正10)年に橋桁撤去,,旧上関寺町架道橋橋台：1880(明治13)年→1921(大正10)年に橋桁撤去,逢坂地下道：1879(明治12)年,,逢坂地下道：1879(明治12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,9,林田隧道,はやしだずいどう,林田隧道は、摂津・丹波間の交通の難所を解消するため建設され、石ポータルを有する現役の道路隧道の中で日本最古の土木遺産です。,兵庫県川,兵庫県川辺郡猪名川町,,,1883（明治16）年→1984（昭和59）年改修（ボックスカルバート継足・覆工コンクリート設置）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,10,阪神甲子園球場・枝川橋梁,はんしんこうしえんきゅうじょう・えだがわきょうりょう,阪神甲子園球場・枝川橋梁は、我が国最古の本格的野球場と地域拠点の鉄道駅を支える橋梁で、廃川敷に計画・開発された「甲子園開発」を象徴する貴重な施設です。,兵庫県,兵庫県西宮市,,,阪神甲子園球場：1924（大正13）年→外野の築堤式スタンドを1929（昭和4)年にＲＣ造（アルプススタンド），1936（昭和11）年に全てをＲＣ造に改修,,,,,,阪神甲子園球場,,1924（大正13）年→外野の築堤式スタンドを1929（昭和4)年にＲＣ造（アルプススタンド），1936（昭和11）年に全てをＲＣ造に改修,枝川橋梁,,1925（大正14）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,11,港大橋,みなとおおはし,港大橋は、規模、材料、工法ともに我が国のトラス橋の到達点を示した、中央径間長としては日本最長、世界第3位のゲルバートラス橋です。,大阪府,大阪府大阪市,,,1974（昭和49）年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,12,目の字形ラーメン橋－志谷川橋梁、日向川橋梁,めのじがたらーめんきょうーしたにがわきょうりょう、ひなたがわきょうりょう,志谷川橋梁、日向川橋梁は、三江線でのみ採用された極めて珍しい目の字形鉄筋コンクリートラーメン橋です。,島根県,島根県川本町,,,1934（昭和9）年（開通年）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,13,瀬詰橋,せづめばし,瀬詰橋は、吉野川支流の川田川に架かる旧道の橋で、大正時代の中路式鋼鈑桁橋は希少であり、左岸に建設当時の親柱が現存する貴重な土木遺産です。,徳島県,徳島県吉野川市,,,1925(大正14)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,14,尾鈴橋,おすずばし,尾鈴橋は、戦後初めて支間長100ｍを超え、恐竜を彷彿させるダイナミックなフォルムが特徴の戦後復興期を代表する貴重な土木遺産です。,宮崎県,宮崎県木城町～日向市,,,1951(昭和26)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,木コンクリート橋・木直川橋,もくこんくりーときょう・きなおしがわばし,木直川橋は、木橋とRC橋の中間技術として北海道で開発普及した木コンクリート合成桁橋技術を代表する橋で、戦後の道路開発を支えた土木遺産です。,北海道,北海道札幌市,,,1963(昭和38)年／移設復元1987(昭和62)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2,納沙布岬灯台,のさっぷみさきとうだい,納沙布岬灯台は、北米航路の危険海域を示す船舶の指標として明治初期に設置され、のちに霧笛を併せ持つ方形・円形の複合RC構造に改修された灯台です。,北海道,北海道根室市,,,1930(昭和5)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,3,中岩ダム,なかいわだむ,中岩ダムは、鬼怒川水力電気によって大正期に建設された曲線形重力式ダムの早期の事例で、滑らかな湾曲線が美しい土木遺産です。,栃木県,栃木県日光市,,,1924(大正13)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,4,駒橋発電所落合水路橋,こまはしはつでんしょおちあいすいろきょう,駒橋発電所落合水路橋は、希少な煉瓦造7連アーチの水路橋で、明治期の水主火従への電力政策転換を象徴する貴重な土木遺産です。,山梨県,山梨県都留市,,,1907(明治40)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,5,嵐山橋,あらしやまばし,嵐山橋は、国内で初めて張り出し架設工法で建設されたPC橋で、その後のPC長大橋の礎となった貴重な土木遺産です。,神奈川県,神奈川県相模原市緑区,,,1959(昭和34)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,6,城嶺橋,しろがねばし,城嶺橋は、昭和初期、定光寺周辺における名勝地への主要門戸として、玉野川(庄内川)へ架橋された美しい３径間開腹アーチ橋です。,愛知県,春日井市玉野町(右岸側)、瀬戸市定光寺町(左岸側),,,1937(昭和12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,7,富山県営立山砂防施設群,とやまけんえいたてやまさぼうしせつぐん,富山県営立山砂防施設群は、常願寺川水系に明治末期～大正期に内務省に先駆けて築造された空石積の施設であり、当時の砂防技術を今に伝える貴重な土木遺産です。,富山県,富山県富山市有峰地内 常願寺川水系,,,1906(明治39)年～1925(大正14)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,8,領内橋,りょうないばし,領内橋は、希少なピントラスの道路橋で、100年以上にわたり１級河川宮川の渡河を担う、貴重な土木遺産です。,三重県,三重県多気郡大台町,,,1923(大正12)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,9,六供配水塔と旧ポンプ室,ろっくはいすいとうときゅうぽんぷしつ,六供配水塔と旧ポンプ室は、昭和初期にRC造で建築された装飾性豊かなデザインを残す地域のランドマークとして貴重な土木遺産です。,愛知県,愛知県岡崎市,,,配水塔：1934(昭和9)年,,,,,,配水塔,,1934(昭和9)年,旧ポンプ室,,1933(昭和8)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,10,大師第16号拱渠,だいしだい16ごうきょうきょ,大師第16号拱渠は、煉瓦斜橋でありながら煉瓦を水平に積むという極めて特異な工法を採用する貴重な土木遺産です。,和歌山県,和歌山県伊都郡九度山町,,,1925(大正14)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,11,大野ダム,おおのだむ,大野ダムは、わが国で初めて大口径放流管を備えた本格的な洪水調節ダムで、形状・意匠にも配慮された優れて先駆的な戦後土木遺産です。,京都府,京都府南丹市,,,1961(昭和36)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,12,屋形橋,やかたばし,屋形橋は、施工例の少ない戦前の鉄筋コンクリートタイドアーチ橋であり、現在も地域のランドマークとなっている優美で貴重な土木遺産です。,兵庫県,兵庫県神崎郡市川町,,,1933(昭和8)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,13,千苅導水路の水管橋群,せんがりどうすいろのすいかんきょうぐん,千苅導水路の水管橋群は、千苅ダムから上ヶ原浄水場までの直線的な導水経路を実現するために河川横断地点に設けられた、周辺環境に調和した貴重な土木遺産です。,兵庫県,兵庫県神戸市・西宮市・宝塚市,,,1917(大正6)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,14,吉野川橋梁,よしのがわきょうりょう,吉野川橋梁は、吉野町の木材工業と観光業を支えてきた重要なインフラで、雄大な景観が地域のシンボルとなっている貴重な土木遺産です。,奈良県,奈良県吉野郡吉野町,,,1928(昭和3)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,15,宇都井高架橋,うづいこうかきょう,宇都井高架橋は、特殊なジョイントを有するRC壁式多径間連続ラーメン高架橋で、旧・宇都井駅は開業当時、日本一の高さを誇った高架駅です。,島根県,島根県邑智郡邑南町,,,1974(昭和49)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,16,波節岩灯標,はぶしいわとうひょう,波節岩灯標は、備讃瀬戸北航路の岩礁上に花崗岩を円錐状に積んだ灯標で、明治28年の初点灯から現役で航路の安全に貢献している貴重な土木遺産です。,香川県,香川県丸亀市広島エンド鼻南南東方約1.0キロメートル,,,1895(明治28)年／上部投光部改修1980(昭和55)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,17,轟橋,とどろばし,轟橋は、国内第１位の径間長を有する石造アーチ橋で、森林鉄道トロッコ軌道として完成し、現在は道路橋として地域交通を支える土木遺産です。,大分県,大分県豊後大野市,,,1934(昭和9)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,18,出会橋,であいばし,出会橋は、石造アーチ橋として国内第２位の径間長を有する人道橋で、隣接する轟橋とともに地域のシンボルとなる風景をなす貴重な土木遺産です。,大分県,大分県豊後大野市,,,1925(大正14)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,19,鹿狩戸橋,かがりどばし,鹿狩戸橋は、戦前に九州で建設された唯一のソリッドリブアーチ形式の鋼橋で、著名な橋梁設計者増田淳が設計した貴重な土木遺産です。,宮崎県,宮崎県西臼杵郡高千穂町,,,1931(昭和6)年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,